country,date,case_age_00_19,case_age_20_39,case_age_40_59,case_age_60over,case_total
DNK,2021/3/23,203,250,215,86,754
DNK,2021/3/24,243,283,256,81,863
FRA,2020/5/13,41,214,219,417,891
FRA,2020/5/14,61,229,250,455,995
FRA,2020/5/15,57,265,243,472,1037
FRA,2020/5/16,23,64,71,134,292
FRA,2020/5/17,10,29,32,71,142
FRA,2020/5/18,84,234,235,566,1119
FRA,2020/5/19,65,236,265,489,1055
FRA,2020/5/20,86,247,302,422,1057
FRA,2020/5/21,20,43,36,95,194
FRA,2020/5/22,63,210,212,340,825
FRA,2020/5/23,35,64,60,107,266
FRA,2020/5/24,26,38,25,57,146
FRA,2020/5/25,62,178,170,299,709
FRA,2020/5/26,76,184,207,305,772
FRA,2020/5/27,68,164,199,296,727
FRA,2020/5/28,72,191,160,209,632
FRA,2020/5/29,70,152,147,208,577
FRA,2020/5/30,44,149,85,94,372
FRA,2020/5/31,31,87,35,36,189
FRA,2020/6/1,18,62,44,43,167
FRA,2020/6/2,66,179,187,290,722
FRA,2020/6/3,54,193,155,239,641
FRA,2020/6/4,50,189,176,202,617
FRA,2020/6/5,67,158,138,196,559
FRA,2020/6/6,32,92,79,90,293
FRA,2020/6/7,24,29,37,48,138
FRA,2020/6/8,64,172,153,172,561
FRA,2020/6/9,77,169,168,160,574
FRA,2020/6/10,64,177,143,178,562
FRA,2020/6/11,101,221,166,136,624
FRA,2020/6/12,116,187,160,149,612
FRA,2020/6/13,32,74,54,57,217
FRA,2020/6/14,17,44,28,44,133
FRA,2020/6/15,84,160,119,137,500
FRA,2020/6/16,74,197,146,147,564
FRA,2020/6/17,115,243,211,177,746
FRA,2020/6/18,109,199,155,114,577
FRA,2020/6/19,117,248,190,143,698
FRA,2020/6/20,58,120,106,67,351
FRA,2020/6/21,13,43,31,26,113
FRA,2020/6/22,97,206,162,137,602
FRA,2020/6/23,115,234,187,122,658
FRA,2020/6/24,103,267,183,118,671
FRA,2020/6/25,79,195,142,94,510
FRA,2020/6/26,89,211,157,121,578
FRA,2020/6/27,60,117,89,72,338
FRA,2020/6/28,42,70,57,45,214
FRA,2020/6/29,112,240,191,131,674
FRA,2020/6/30,109,265,192,142,708
FRA,2020/7/1,110,227,183,104,624
FRA,2020/7/2,104,214,160,108,586
FRA,2020/7/3,138,251,176,177,742
FRA,2020/7/4,60,123,96,72,351
FRA,2020/7/5,8,38,31,26,103
FRA,2020/7/6,137,217,187,140,681
FRA,2020/7/7,86,225,140,117,568
FRA,2020/7/8,124,257,214,114,709
FRA,2020/7/9,129,261,193,124,707
FRA,2020/7/10,168,306,236,145,855
FRA,2020/7/11,59,126,103,69,357
FRA,2020/7/12,20,31,33,34,118
FRA,2020/7/13,167,335,230,155,887
FRA,2020/7/14,29,67,52,38,186
FRA,2020/7/15,145,293,253,164,855
FRA,2020/7/16,151,391,270,162,974
FRA,2020/7/17,152,340,255,211,958
FRA,2020/7/18,83,170,112,79,444
FRA,2020/7/19,23,75,58,36,192
FRA,2020/7/20,160,400,263,210,1033
FRA,2020/7/21,177,430,279,211,1097
FRA,2020/7/22,193,475,311,197,1176
FRA,2020/7/23,186,477,284,203,1150
FRA,2020/7/24,212,503,341,224,1280
FRA,2020/7/25,96,273,156,102,627
FRA,2020/7/26,39,118,58,49,264
FRA,2020/7/27,222,608,362,234,1426
FRA,2020/7/28,195,627,320,218,1360
FRA,2020/7/29,223,648,370,232,1473
FRA,2020/7/30,256,737,333,227,1553
FRA,2020/7/31,290,770,377,205,1642
FRA,2020/8/1,132,351,188,122,793
FRA,2020/8/2,25,128,45,49,247
FRA,2020/8/3,341,978,435,267,2021
FRA,2020/8/4,284,964,467,295,2010
FRA,2020/8/5,261,990,446,267,1964
FRA,2020/8/6,315,1009,508,324,2156
FRA,2020/8/7,357,1102,536,313,2308
FRA,2020/8/8,147,450,235,177,1009
FRA,2020/8/9,65,182,95,102,444
FRA,2020/8/10,416,1397,688,355,2856
FRA,2020/8/11,402,1296,631,366,2695
FRA,2020/8/12,407,1454,680,356,2897
FRA,2020/8/13,534,1701,905,409,3549
FRA,2020/8/14,586,1857,948,494,3885
FRA,2020/8/15,90,375,167,138,770
FRA,2020/8/16,90,334,153,112,689
FRA,2020/8/17,693,2615,1168,560,5036
FRA,2020/8/18,608,2488,1134,519,4749
FRA,2020/8/19,630,2552,1140,543,4865
FRA,2020/8/20,777,2659,1140,562,5138
FRA,2020/8/21,788,2659,1140,538,5125
FRA,2020/8/22,325,1151,509,252,2237
FRA,2020/8/23,123,563,187,139,1012
FRA,2020/8/24,974,3564,1679,762,6979
FRA,2020/8/25,1042,3477,1541,766,6826
FRA,2020/8/26,939,3546,1456,752,6693
FRA,2020/8/27,1130,3953,1578,780,7441
FRA,2020/8/28,1228,3788,1722,900,7638
FRA,2020/8/29,482,1530,666,370,3048
FRA,2020/8/30,198,682,281,154,1315
FRA,2020/8/31,1559,4655,2157,1124,9495
FRA,2020/9/1,1457,4309,2075,1029,8870
FRA,2020/9/2,1488,4551,2020,1019,9078
FRA,2020/9/3,1513,4842,2276,1129,9760
FRA,2020/9/4,1825,4547,2403,1318,10093
FRA,2020/9/5,747,1728,998,582,4055
FRA,2020/9/6,254,634,331,254,1473
FRA,2020/9/7,2198,5341,3029,1690,12258
FRA,2020/9/8,2141,5207,2893,1427,11668
FRA,2020/9/9,2150,4923,2782,1476,11331
FRA,2020/9/10,2277,5181,2957,1646,12061
FRA,2020/9/11,2263,4547,2912,1565,11287
FRA,2020/9/12,831,1829,1118,723,4501
FRA,2020/9/13,255,655,351,308,1569
FRA,2020/9/14,2798,5995,3736,2213,14742
FRA,2020/9/15,2565,5629,3483,1848,13525
FRA,2020/9/16,2640,5659,3244,1910,13453
FRA,2020/9/17,2582,5845,3379,1943,13749
FRA,2020/9/18,2555,5651,3202,1888,13296
FRA,2020/9/19,970,2103,1359,790,5222
FRA,2020/9/20,269,811,415,312,1807
FRA,2020/9/21,2670,6547,3980,2446,15643
FRA,2020/9/22,2414,6000,3614,2183,14211
FRA,2020/9/23,2191,5646,3286,1871,12994
FRA,2020/9/24,2116,5403,3293,1921,12733
FRA,2020/9/25,2189,5099,3122,1869,12279
FRA,2020/9/26,873,1936,1233,766,4808
FRA,2020/9/27,217,527,335,311,1390
FRA,2020/9/28,2228,5535,3756,2204,13723
FRA,2020/9/29,1935,5391,3449,2021,12796
FRA,2020/9/30,2157,5547,3493,2148,13345
FRA,2020/10/1,2355,6053,4027,2204,14639
FRA,2020/10/2,2601,6434,4440,2730,16205
FRA,2020/10/3,1162,2818,1986,1263,7229
FRA,2020/10/4,258,765,525,437,1985
FRA,2020/10/5,3131,8365,6232,3719,21447
FRA,2020/10/6,2898,7694,5594,3479,19665
FRA,2020/10/7,3215,8133,5943,3434,20725
FRA,2020/10/8,3426,8778,6563,3776,22543
FRA,2020/10/9,3818,8967,6997,4301,24083
FRA,2020/10/10,1801,4108,3332,2089,11330
FRA,2020/10/11,437,1204,823,769,3233
FRA,2020/10/12,4757,11235,9455,6274,31721
FRA,2020/10/13,4160,10183,8563,5682,28588
FRA,2020/10/14,4546,10293,8572,5392,28803
FRA,2020/10/15,4608,11658,9435,6330,32031
FRA,2020/10/16,4771,12050,10013,6776,33610
FRA,2020/10/17,2160,5296,4574,3267,15297
FRA,2020/10/18,586,1629,1274,1218,4707
FRA,2020/10/19,5795,15717,13696,10085,45293
FRA,2020/10/20,5078,15729,13696,9844,44347
FRA,2020/10/21,5186,16675,14574,10319,46754
FRA,2020/10/22,5972,17910,15775,11461,51118
FRA,2020/10/23,6784,18927,16989,12670,55370
FRA,2020/10/24,3124,8754,7745,5531,25154
FRA,2020/10/25,820,2496,2070,1941,7327
FRA,2020/10/26,8173,22948,21409,16222,68752
FRA,2020/10/27,6919,20608,19514,14462,61503
FRA,2020/10/28,6768,18785,17588,13785,56926
FRA,2020/10/29,7400,17888,17289,13604,56181
FRA,2020/10/30,8786,17960,17941,13895,58582
FRA,2020/10/31,3899,8297,7899,6190,26285
FRA,2020/11/1,955,2062,1977,1990,6984
FRA,2020/11/2,10090,21501,21752,16759,70102
FRA,2020/11/3,8423,17432,17865,15348,59068
FRA,2020/11/4,7939,14481,14702,13007,50129
FRA,2020/11/5,7485,13494,13850,12098,46927
FRA,2020/11/6,7725,12346,12930,11989,44990
FRA,2020/11/7,3175,4873,5205,4694,17947
FRA,2020/11/8,566,1120,1084,1614,4384
FRA,2020/11/9,7537,12926,13990,13200,47653
FRA,2020/11/10,5711,9746,10758,11192,37407
FRA,2020/11/11,743,1479,1397,1768,5387
FRA,2020/11/12,6125,9525,10564,10311,36525
FRA,2020/11/13,5026,7527,7986,8395,28934
FRA,2020/11/14,1968,2939,3192,2907,11006
FRA,2020/11/15,377,705,657,973,2712
FRA,2020/11/16,4958,8079,8638,8672,30347
FRA,2020/11/17,3583,5731,6117,6249,21680
FRA,2020/11/18,3059,4494,4866,4936,17355
FRA,2020/11/19,2866,4388,4769,4814,16837
FRA,2020/11/20,2940,4272,4632,4402,16246
FRA,2020/11/21,1283,2093,2092,1782,7250
FRA,2020/11/22,241,478,483,640,1842
FRA,2020/11/23,2868,4723,5162,5008,17761
FRA,2020/11/24,2039,3506,3816,4385,13746
FRA,2020/11/25,2042,3404,3516,3679,12641
FRA,2020/11/26,1982,3469,3515,3569,12535
FRA,2020/11/27,2160,3353,3552,3393,12458
FRA,2020/11/28,1032,1652,1814,1581,6079
FRA,2020/11/29,165,457,374,612,1608
FRA,2020/11/30,2308,4374,4466,4722,15870
FRA,2020/12/1,1755,3365,3419,3858,12397
FRA,2020/12/2,1767,3226,3055,3502,11550
FRA,2020/12/3,1783,3435,3378,3445,12041
FRA,2020/12/4,1990,3498,3515,3560,12563
FRA,2020/12/5,1089,1894,1907,1693,6583
FRA,2020/12/6,181,458,407,708,1754
FRA,2020/12/7,2342,4818,4793,4788,16741
FRA,2020/12/8,1889,3796,3613,3953,13251
FRA,2020/12/9,1982,3668,3418,3667,12735
FRA,2020/12/10,1968,3900,3777,3920,13565
FRA,2020/12/11,2286,4091,3920,3794,14091
FRA,2020/12/12,1177,2342,2386,1944,7849
FRA,2020/12/13,210,566,520,752,2048
FRA,2020/12/14,2760,5676,5694,5564,19694
FRA,2020/12/15,2297,4648,4356,4637,15938
FRA,2020/12/16,2403,4514,4222,4254,15393
FRA,2020/12/17,2259,4816,4403,4399,15877
FRA,2020/12/18,2535,5131,4995,4831,17492
FRA,2020/12/19,1619,3195,3204,2661,10679
FRA,2020/12/20,478,1066,1081,1047,3672
FRA,2020/12/21,2775,6113,6268,6126,21282
FRA,2020/12/22,2352,5424,5185,5370,18331
FRA,2020/12/23,2269,5173,4811,4571,16824
FRA,2020/12/24,1806,4003,3811,3363,12983
FRA,2020/12/25,118,398,290,499,1305
FRA,2020/12/26,1305,3352,2835,2268,9760
FRA,2020/12/27,209,650,521,715,2095
FRA,2020/12/28,2739,6908,6515,5900,22062
FRA,2020/12/29,2497,5924,5237,5876,19534
FRA,2020/12/30,2750,5988,5276,5182,19196
FRA,2020/12/31,2221,4959,4308,4061,15549
FRA,2021/1/1,139,430,363,585,1517
FRA,2021/1/2,2148,4399,3913,2942,13402
FRA,2021/1/3,371,887,706,853,2817
FRA,2021/1/4,3988,9161,7799,6866,27814
FRA,2021/1/5,3297,6993,5904,5901,22095
FRA,2021/1/6,3193,6019,5196,5068,19476
FRA,2021/1/7,2927,5981,5014,4835,18757
FRA,2021/1/8,3173,6095,5232,4896,19396
FRA,2021/1/9,1817,3405,3198,2499,10919
FRA,2021/1/10,295,788,643,851,2577
FRA,2021/1/11,3784,7585,7486,7217,26072
FRA,2021/1/12,3111,5731,5691,5779,20312
FRA,2021/1/13,3310,5727,5529,5268,19834
FRA,2021/1/14,3054,5914,5564,5418,19950
FRA,2021/1/15,3756,6016,5955,5170,20897
FRA,2021/1/16,2189,3535,3410,2692,11826
FRA,2021/1/17,359,881,702,898,2840
FRA,2021/1/18,4732,8104,8524,7760,29120
FRA,2021/1/19,3780,6282,6516,6124,22702
FRA,2021/1/20,3978,6125,6078,5293,21474
FRA,2021/1/21,3713,6299,6160,5687,21859
FRA,2021/1/22,4427,6395,6427,5569,22818
FRA,2021/1/23,2399,3724,3769,2923,12815
FRA,2021/1/24,386,745,746,877,2754
FRA,2021/1/25,4994,8158,8636,8058,29846
FRA,2021/1/26,3867,6200,6200,5927,22194
FRA,2021/1/27,4051,6083,5698,5289,21121
FRA,2021/1/28,3834,6521,6154,5890,22399
FRA,2021/1/29,4444,6548,6417,5657,23066
FRA,2021/1/30,2304,3786,3829,2958,12877
FRA,2021/1/31,466,907,835,936,3144
FRA,2021/2/1,5038,8410,8809,7768,30025
FRA,2021/2/2,3943,6296,6530,5984,22753
FRA,2021/2/3,3901,5992,5847,4981,20721
FRA,2021/2/4,3617,6083,5806,5198,20704
FRA,2021/2/5,4266,6212,5893,5095,21466
FRA,2021/2/6,2363,3616,3521,2599,12099
FRA,2021/2/7,398,772,711,732,2613
FRA,2021/2/8,4352,7423,7565,6341,25681
FRA,2021/2/9,3571,5854,5671,4707,19803
FRA,2021/2/10,3655,5397,5028,4182,18262
FRA,2021/2/11,3337,5150,4838,4161,17486
FRA,2021/2/12,3711,5702,5064,4061,18538
FRA,2021/2/13,2206,3309,3062,2176,10753
FRA,2021/2/14,373,797,707,715,2592
FRA,2021/2/15,4271,7553,7381,5756,24961
FRA,2021/2/16,3426,6103,5714,4491,19734
FRA,2021/2/17,3529,6219,5693,4255,19696
FRA,2021/2/18,3708,6408,5994,4384,20494
FRA,2021/2/19,4217,6936,6406,4708,22267
FRA,2021/2/20,2429,3861,3751,2487,12528
FRA,2021/2/21,459,922,853,806,3040
FRA,2021/2/22,4871,8930,8942,6418,29161
FRA,2021/2/23,3701,6892,6594,4991,22178
FRA,2021/2/24,3840,6620,6012,4574,21046
FRA,2021/2/25,3869,6690,6152,4312,21023
FRA,2021/2/26,4309,6569,6296,4435,21609
FRA,2021/2/27,2524,3939,3710,2447,12620
FRA,2021/2/28,471,961,796,718,2946
FRA,2021/3/1,4968,8523,8174,5753,27418
FRA,2021/3/2,3858,6805,5985,4505,21153
FRA,2021/3/3,4093,6680,5788,3892,20453
FRA,2021/3/4,4053,6691,5758,3988,20490
FRA,2021/3/5,4629,6767,6171,4340,21907
FRA,2021/3/6,2807,4314,4026,2553,13700
FRA,2021/3/7,598,1018,869,668,3153
FRA,2021/3/8,5690,9248,8825,5570,29333
FRA,2021/3/9,4829,7280,6793,4730,23632
FRA,2021/3/10,4909,7760,6746,4386,23801
FRA,2021/3/11,5189,8154,6859,4423,24625
FRA,2021/3/12,6001,8321,7352,4772,26446
FRA,2021/3/13,3634,5374,5077,2944,17029
FRA,2021/3/14,762,1412,1240,830,4244
FRA,2021/3/15,7714,12347,11514,7205,38780
FRA,2021/3/16,6695,9897,8681,5482,30755
FRA,2021/3/17,6702,10049,8579,5104,30434
FRA,2021/3/18,7162,10012,8573,5451,31198
FRA,2021/3/19,8041,10234,9221,5704,33200
FRA,2021/3/20,4789,6331,6179,3432,20731
FRA,2021/3/21,971,1654,1410,975,5010
FRA,2021/3/22,10247,14400,14154,8144,46945
FRA,2021/3/23,8862,11793,11008,6424,38087
FRA,2021/3/24,8777,11740,10484,6133,37134
FRA,2021/3/25,9213,12008,10831,6173,38225
FRA,2021/3/26,10313,11985,11104,6557,39959
FRA,2021/3/27,5954,7866,7398,3939,25157
FRA,2021/3/28,1060,1578,1463,1023,5124
FRA,2021/3/29,12272,15978,15992,8886,53128
FRA,2021/3/30,10861,13360,12350,6996,43567
FRA,2021/3/31,9678,12328,11517,6106,39629
DEU,2020/2/1,0,1,0,0,1
DEU,2020/2/2,0,0,0,0,0
DEU,2020/2/3,0,1,0,0,1
DEU,2020/2/4,1,1,2,0,4
DEU,2020/2/5,0,1,1,0,2
DEU,2020/2/6,0,0,1,0,1
DEU,2020/2/7,0,0,1,0,1
DEU,2020/2/8,0,0,0,0,0
DEU,2020/2/9,0,0,0,0,0
DEU,2020/2/10,0,0,1,0,1
DEU,2020/2/11,1,0,1,0,2
DEU,2020/2/12,0,0,1,0,1
DEU,2020/2/13,0,0,0,0,0
DEU,2020/2/14,0,0,0,0,0
DEU,2020/2/15,1,0,0,0,1
DEU,2020/2/16,0,0,0,0,0
DEU,2020/2/17,0,2,0,0,2
DEU,2020/2/18,0,0,0,1,1
DEU,2020/2/19,1,0,0,0,1
DEU,2020/2/20,0,1,0,1,2
DEU,2020/2/21,0,0,0,0,0
DEU,2020/2/22,0,0,0,0,0
DEU,2020/2/23,0,0,0,0,0
DEU,2020/2/24,0,0,1,0,1
DEU,2020/2/25,0,2,1,0,3
DEU,2020/2/26,0,3,5,0,8
DEU,2020/2/27,1,11,8,4,24
DEU,2020/2/28,2,21,15,7,45
DEU,2020/2/29,1,8,13,1,23
DEU,2020/3/1,0,17,14,4,35
DEU,2020/3/2,0,16,17,10,43
DEU,2020/3/3,6,26,37,16,85
DEU,2020/3/4,3,56,79,19,157
DEU,2020/3/5,10,65,93,18,186
DEU,2020/3/6,8,35,104,39,186
DEU,2020/3/7,4,38,69,31,142
DEU,2020/3/8,7,24,65,10,106
DEU,2020/3/9,15,90,191,52,348
DEU,2020/3/10,23,151,307,114,595
DEU,2020/3/11,32,192,383,151,758
DEU,2020/3/12,17,214,600,159,990
DEU,2020/3/13,40,350,834,242,1466
DEU,2020/3/14,43,346,728,184,1301
DEU,2020/3/15,24,248,546,159,977
DEU,2020/3/16,49,522,1098,366,2035
DEU,2020/3/17,89,823,1602,519,3033
DEU,2020/3/18,89,979,1888,648,3604
DEU,2020/3/19,85,1098,2083,777,4043
DEU,2020/3/20,109,1106,1993,836,4044
DEU,2020/3/21,91,923,1559,782,3355
DEU,2020/3/22,52,588,1082,542,2264
DEU,2020/3/23,99,960,1753,915,3727
DEU,2020/3/24,130,1269,2243,1231,4873
DEU,2020/3/25,141,1395,2719,1417,5672
DEU,2020/3/26,144,1501,2647,1605,5897
DEU,2020/3/27,153,1459,2588,1771,5971
DEU,2020/3/28,138,1175,1938,1467,4718
DEU,2020/3/29,73,770,1310,920,3073
DEU,2020/3/30,84,968,1734,1337,4123
DEU,2020/3/31,180,1376,2504,1979,6039
DEU,2020/4/1,192,1435,2520,2108,6255
DEU,2020/4/2,166,1501,2634,2241,6542
DEU,2020/4/3,172,1391,2418,2201,6182
DEU,2020/4/4,129,961,1765,1485,4340
DEU,2020/4/5,66,576,993,897,2532
DEU,2020/4/6,96,847,1374,1342,3659
DEU,2020/4/7,166,1178,2090,1749,5183
DEU,2020/4/8,148,1176,2104,1843,5271
DEU,2020/4/9,117,1184,1908,1703,4912
DEU,2020/4/10,97,780,1272,1200,3349
DEU,2020/4/11,113,683,1045,1035,2876
DEU,2020/4/12,42,419,638,769,1868
DEU,2020/4/13,43,352,504,697,1596
DEU,2020/4/14,81,575,863,946,2465
DEU,2020/4/15,85,771,1246,1222,3324
DEU,2020/4/16,117,885,1349,1061,3412
DEU,2020/4/17,113,832,1113,986,3044
DEU,2020/4/18,79,549,751,728,2107
DEU,2020/4/19,37,328,473,536,1374
DEU,2020/4/20,57,396,610,648,1711
DEU,2020/4/21,98,568,760,757,2183
DEU,2020/4/22,97,680,898,813,2488
DEU,2020/4/23,99,525,720,746,2090
DEU,2020/4/24,95,563,637,607,1902
DEU,2020/4/25,55,328,437,451,1271
DEU,2020/4/26,28,193,238,239,698
DEU,2020/4/27,58,319,367,370,1114
DEU,2020/4/28,71,414,523,465,1473
DEU,2020/4/29,65,403,498,462,1428
DEU,2020/4/30,67,397,524,476,1464
DEU,2020/5/1,50,237,308,323,918
DEU,2020/5/2,53,182,208,179,622
DEU,2020/5/3,29,150,161,83,423
DEU,2020/5/4,46,219,245,217,727
DEU,2020/5/5,67,307,406,314,1094
DEU,2020/5/6,72,328,453,366,1219
DEU,2020/5/7,64,350,451,338,1203
DEU,2020/5/8,68,277,364,271,980
DEU,2020/5/9,33,194,259,191,677
DEU,2020/5/10,20,103,129,89,341
DEU,2020/5/11,47,218,257,167,689
DEU,2020/5/12,56,231,324,242,853
DEU,2020/5/13,61,248,352,253,914
DEU,2020/5/14,49,201,335,227,812
DEU,2020/5/15,54,227,250,203,734
DEU,2020/5/16,43,147,154,118,462
DEU,2020/5/17,39,118,110,49,316
DEU,2020/5/18,55,185,191,109,540
DEU,2020/5/19,51,215,271,193,730
DEU,2020/5/20,75,251,309,197,832
DEU,2020/5/21,44,133,147,94,418
DEU,2020/5/22,47,167,184,127,525
DEU,2020/5/23,23,98,114,102,337
DEU,2020/5/24,14,77,71,57,219
DEU,2020/5/25,35,120,148,108,411
DEU,2020/5/26,59,182,240,136,617
DEU,2020/5/27,49,225,234,145,653
DEU,2020/5/28,46,168,188,127,529
DEU,2020/5/29,51,125,168,101,445
DEU,2020/5/30,51,146,122,55,374
DEU,2020/5/31,28,66,47,37,178
DEU,2020/6/1,17,51,26,41,135
DEU,2020/6/2,44,105,90,68,307
DEU,2020/6/3,49,180,189,79,497
DEU,2020/6/4,83,189,181,77,530
DEU,2020/6/5,51,145,152,85,433
DEU,2020/6/6,37,99,95,54,285
DEU,2020/6/7,29,46,53,36,164
DEU,2020/6/8,47,107,96,45,295
DEU,2020/6/9,50,162,143,71,426
DEU,2020/6/10,72,180,184,82,518
DEU,2020/6/11,52,83,98,50,283
DEU,2020/6/12,53,120,109,71,353
DEU,2020/6/13,64,113,90,34,301
DEU,2020/6/14,16,65,57,34,172
DEU,2020/6/15,27,85,101,46,259
DEU,2020/6/16,76,180,192,70,518
DEU,2020/6/17,87,281,400,99,867
DEU,2020/6/18,101,262,323,79,765
DEU,2020/6/19,135,356,413,85,989
DEU,2020/6/20,68,213,233,57,571
DEU,2020/6/21,33,75,91,24,223
DEU,2020/6/22,64,137,200,45,446
DEU,2020/6/23,62,169,235,73,539
DEU,2020/6/24,59,180,209,62,510
DEU,2020/6/25,63,178,245,83,569
DEU,2020/6/26,92,209,204,68,573
DEU,2020/6/27,40,126,123,37,326
DEU,2020/6/28,43,66,78,13,200
DEU,2020/6/29,51,150,158,56,415
DEU,2020/6/30,61,171,156,70,458
DEU,2020/7/1,74,167,177,63,481
DEU,2020/7/2,50,183,188,50,471
DEU,2020/7/3,62,149,168,48,427
DEU,2020/7/4,42,104,99,49,294
DEU,2020/7/5,33,45,53,14,145
DEU,2020/7/6,63,107,115,37,322
DEU,2020/7/7,55,136,152,54,397
DEU,2020/7/8,68,150,167,66,451
DEU,2020/7/9,52,156,158,56,422
DEU,2020/7/10,62,173,142,49,426
DEU,2020/7/11,47,104,83,43,277
DEU,2020/7/12,18,51,45,18,132
DEU,2020/7/13,37,118,135,38,328
DEU,2020/7/14,71,180,169,50,470
DEU,2020/7/15,77,203,188,74,542
DEU,2020/7/16,78,200,204,77,559
DEU,2020/7/17,70,199,195,58,522
DEU,2020/7/18,60,152,174,53,439
DEU,2020/7/19,35,55,63,26,179
DEU,2020/7/20,56,186,158,51,451
DEU,2020/7/21,53,185,213,75,526
DEU,2020/7/22,91,245,287,79,702
DEU,2020/7/23,111,240,253,87,691
DEU,2020/7/24,116,300,306,83,805
DEU,2020/7/25,59,186,234,65,544
DEU,2020/7/26,18,74,99,21,212
DEU,2020/7/27,68,197,193,69,527
DEU,2020/7/28,106,258,297,92,753
DEU,2020/7/29,97,353,357,106,913
DEU,2020/7/30,119,329,324,93,865
DEU,2020/7/31,103,353,345,112,913
DEU,2020/8/1,74,219,217,52,562
DEU,2020/8/2,33,109,116,44,302
DEU,2020/8/3,98,301,303,87,789
DEU,2020/8/4,103,364,364,120,951
DEU,2020/8/5,147,469,386,105,1107
DEU,2020/8/6,168,448,425,129,1170
DEU,2020/8/7,161,397,365,79,1002
DEU,2020/8/8,109,301,232,67,709
DEU,2020/8/9,53,136,104,23,316
DEU,2020/8/10,161,449,402,90,1102
DEU,2020/8/11,180,514,407,89,1190
DEU,2020/8/12,271,655,491,128,1545
DEU,2020/8/13,230,681,498,94,1503
DEU,2020/8/14,193,628,445,108,1374
DEU,2020/8/15,132,319,236,72,759
DEU,2020/8/16,70,204,182,36,492
DEU,2020/8/17,211,729,504,94,1538
DEU,2020/8/18,204,728,494,102,1528
DEU,2020/8/19,216,870,556,110,1752
DEU,2020/8/20,192,781,531,116,1620
DEU,2020/8/21,216,758,580,103,1657
DEU,2020/8/22,116,428,306,69,919
DEU,2020/8/23,78,264,189,33,564
DEU,2020/8/24,184,678,469,96,1427
DEU,2020/8/25,178,706,471,133,1488
DEU,2020/8/26,201,789,519,112,1621
DEU,2020/8/27,168,737,519,121,1545
DEU,2020/8/28,159,687,447,98,1391
DEU,2020/8/29,107,396,274,56,833
DEU,2020/8/30,62,255,181,36,534
DEU,2020/8/31,119,599,383,75,1176
DEU,2020/9/1,130,665,428,99,1322
DEU,2020/9/2,137,702,471,102,1412
DEU,2020/9/3,175,733,477,130,1515
DEU,2020/9/4,195,693,497,109,1494
DEU,2020/9/5,134,470,402,100,1106
DEU,2020/9/6,88,252,192,47,579
DEU,2020/9/7,167,640,474,131,1412
DEU,2020/9/8,145,592,470,173,1380
DEU,2020/9/9,179,732,640,192,1743
DEU,2020/9/10,175,717,527,170,1589
DEU,2020/9/11,184,715,556,212,1667
DEU,2020/9/12,126,541,405,155,1227
DEU,2020/9/13,74,354,241,93,762
DEU,2020/9/14,141,634,551,162,1488
DEU,2020/9/15,162,880,669,288,1999
DEU,2020/9/16,220,897,784,277,2178
DEU,2020/9/17,240,999,823,298,2360
DEU,2020/9/18,202,950,738,276,2166
DEU,2020/9/19,136,584,475,197,1392
DEU,2020/9/20,64,288,247,89,688
DEU,2020/9/21,158,714,547,230,1649
DEU,2020/9/22,159,796,611,241,1807
DEU,2020/9/23,186,883,826,317,2212
DEU,2020/9/24,227,1016,811,332,2386
DEU,2020/9/25,255,918,881,273,2327
DEU,2020/9/26,190,695,633,266,1784
DEU,2020/9/27,98,341,318,115,872
DEU,2020/9/28,155,731,669,278,1833
DEU,2020/9/29,233,860,737,329,2159
DEU,2020/9/30,260,1084,1019,376,2739
DEU,2020/10/1,269,1176,1070,411,2926
DEU,2020/10/2,251,1165,1032,480,2928
DEU,2020/10/3,192,854,788,362,2196
DEU,2020/10/4,115,469,412,158,1154
DEU,2020/10/5,182,913,922,393,2410
DEU,2020/10/6,357,1379,1317,530,3583
DEU,2020/10/7,359,1667,1772,698,4496
DEU,2020/10/8,403,1777,1764,715,4659
DEU,2020/10/9,441,1946,1915,765,5067
DEU,2020/10/10,325,1365,1389,547,3626
DEU,2020/10/11,222,868,821,362,2273
DEU,2020/10/12,366,1596,1530,695,4187
DEU,2020/10/13,447,2001,2036,872,5356
DEU,2020/10/14,636,2658,2727,1221,7242
DEU,2020/10/15,660,2953,2971,1315,7899
DEU,2020/10/16,640,2981,2934,1408,7963
DEU,2020/10/17,438,2076,2168,982,5664
DEU,2020/10/18,324,1400,1329,621,3674
DEU,2020/10/19,587,2335,2436,1087,6445
DEU,2020/10/20,739,3249,3650,1783,9421
DEU,2020/10/21,972,4355,4899,2155,12381
DEU,2020/10/22,1057,4994,5271,2566,13888
DEU,2020/10/23,1114,5003,5382,2534,14033
DEU,2020/10/24,960,3911,4256,1956,11083
DEU,2020/10/25,594,2598,2784,1457,7433
DEU,2020/10/26,986,4157,4495,2381,12019
DEU,2020/10/27,1191,5417,6278,3039,15925
DEU,2020/10/28,1560,6326,7696,3639,19221
DEU,2020/10/29,1594,6678,7841,3707,19820
DEU,2020/10/30,1653,6662,7495,3592,19402
DEU,2020/10/31,1182,4647,5354,2787,13970
DEU,2020/11/1,933,3618,3960,2009,10520
DEU,2020/11/2,1255,5254,5736,2980,15225
DEU,2020/11/3,1555,6447,7585,3739,19326
