country,date,case_age_00_19,case_age_20_39,case_age_40_59,case_age_60over,case_total
DEU,2020/11/4,1645,6730,8503,4312,21190
DEU,2020/11/5,1823,7472,8534,4431,22260
DEU,2020/11/6,1862,7267,8279,4137,21545
DEU,2020/11/7,1501,5299,5998,3113,15911
DEU,2020/11/8,913,3294,3802,2080,10089
DEU,2020/11/9,1394,5442,5990,3118,15944
DEU,2020/11/10,1668,6303,7704,3924,19599
DEU,2020/11/11,1940,7367,8684,4689,22680
DEU,2020/11/12,2087,7510,9064,4811,23472
DEU,2020/11/13,1955,6780,8062,4495,21292
DEU,2020/11/14,1493,4858,5954,3497,15802
DEU,2020/11/15,862,2677,3341,1964,8844
DEU,2020/11/16,1297,4535,5496,3353,14681
DEU,2020/11/17,1626,6031,8096,4611,20364
DEU,2020/11/18,2129,7223,9191,5117,23660
DEU,2020/11/19,2183,7148,8953,5441,23725
DEU,2020/11/20,2097,6637,8620,4950,22304
DEU,2020/11/21,1425,4343,5644,3343,14755
DEU,2020/11/22,866,2501,3241,2193,8801
DEU,2020/11/23,1456,4371,5654,3577,15058
DEU,2020/11/24,1669,5597,7676,4456,19398
DEU,2020/11/25,2045,6414,8491,5063,22013
DEU,2020/11/26,1964,6400,8597,5770,22731
DEU,2020/11/27,1868,5526,7473,5276,20143
DEU,2020/11/28,1455,4079,5711,3685,14930
DEU,2020/11/29,885,2375,3183,2335,8778
DEU,2020/11/30,1141,3776,4766,3598,13281
DEU,2020/12/1,1615,5337,7415,4894,19261
DEU,2020/12/2,1977,6389,9064,5750,23180
DEU,2020/12/3,2048,6725,9069,6588,24430
DEU,2020/12/4,1881,6127,8235,5898,22141
DEU,2020/12/5,1497,4350,5894,3962,15703
DEU,2020/12/6,975,2792,3694,2754,10215
DEU,2020/12/7,1360,4350,6140,4542,16392
DEU,2020/12/8,1652,6082,9028,6050,22812
DEU,2020/12/9,2158,7530,10937,6980,27605
DEU,2020/12/10,2350,7947,11004,7707,29008
DEU,2020/12/11,2346,7327,10115,7460,27248
DEU,2020/12/12,1711,5411,7557,5935,20614
DEU,2020/12/13,1063,3239,4498,3688,12488
DEU,2020/12/14,1579,5070,6890,5459,18998
DEU,2020/12/15,2019,7010,10585,7282,26896
DEU,2020/12/16,2296,8337,12192,8528,31353
DEU,2020/12/17,2207,8398,12141,9193,31939
DEU,2020/12/18,2041,7860,11312,8464,29677
DEU,2020/12/19,1574,5392,8269,6485,21720
DEU,2020/12/20,977,3571,5144,4211,13903
DEU,2020/12/21,1334,5126,7494,6301,20255
DEU,2020/12/22,1757,7007,11386,8768,28918
DEU,2020/12/23,2011,8387,13280,10240,33918
DEU,2020/12/24,1355,5336,8176,6241,21108
DEU,2020/12/25,834,3305,4967,4037,13143
DEU,2020/12/26,657,2794,4270,3824,11545
DEU,2020/12/27,574,2408,3495,3324,9801
DEU,2020/12/28,737,3907,5943,5105,15692
DEU,2020/12/29,1310,6768,10758,8697,27533
DEU,2020/12/30,1472,7813,11825,9935,31045
DEU,2020/12/31,1039,5163,7265,6077,19544
DEU,2021/1/1,587,2650,3816,3189,10242
DEU,2021/1/2,471,2540,3475,3513,9999
DEU,2021/1/3,501,2297,3155,2868,8821
DEU,2021/1/4,699,3753,5410,4490,14352
DEU,2021/1/5,1363,7390,10700,7963,27416
DEU,2021/1/6,1379,7679,10680,8189,27927
DEU,2021/1/7,1288,7156,9572,8065,26081
DEU,2021/1/8,1365,6679,8675,7799,24518
DEU,2021/1/9,1006,4663,5945,5050,16664
DEU,2021/1/10,545,2327,2961,2634,8467
DEU,2021/1/11,710,3677,4839,4251,13477
DEU,2021/1/12,1140,5938,8719,6790,22587
DEU,2021/1/13,1302,6602,8983,7214,24101
DEU,2021/1/14,1148,5365,7186,6687,20386
DEU,2021/1/15,1092,4839,6561,5822,18314
DEU,2021/1/16,926,3454,4834,4209,13423
DEU,2021/1/17,450,1650,2281,2212,6593
DEU,2021/1/18,495,2354,3214,3099,9162
DEU,2021/1/19,957,4598,7167,5743,18465
DEU,2021/1/20,1112,4961,7478,5918,19469
DEU,2021/1/21,1108,4154,6155,5399,16816
DEU,2021/1/22,976,3799,5556,4698,15029
DEU,2021/1/23,820,2949,4158,3646,11573
DEU,2021/1/24,376,1240,1861,1536,5013
DEU,2021/1/25,341,1671,2373,2358,6743
DEU,2021/1/26,900,3859,6110,4644,15513
DEU,2021/1/27,964,3917,6027,4904,15812
DEU,2021/1/28,820,3430,5015,4095,13360
DEU,2021/1/29,881,3216,4594,3871,12562
DEU,2021/1/30,793,2634,3672,2849,9948
DEU,2021/1/31,366,1091,1523,1227,4207
DEU,2021/2/1,368,1491,2062,1940,5861
DEU,2021/2/2,835,3123,4892,3445,12295
DEU,2021/2/3,960,3450,5166,3839,13415
DEU,2021/2/4,856,2926,4352,3384,11518
DEU,2021/2/5,854,2614,3633,2917,10018
DEU,2021/2/6,705,2230,3126,2315,8376
DEU,2021/2/7,279,859,1124,831,3093
DEU,2021/2/8,266,1110,1498,1323,4197
DEU,2021/2/9,666,2483,3570,2371,9090
DEU,2021/2/10,777,2651,4066,2785,10279
DEU,2021/2/11,727,2494,3651,2497,9369
DEU,2021/2/12,751,2340,3211,2233,8535
DEU,2021/2/13,594,1466,2063,1463,5586
DEU,2021/2/14,369,1064,1388,937,3758
DEU,2021/2/15,330,1172,1607,1280,4389
DEU,2021/2/16,678,2453,3715,2382,9228
DEU,2021/2/17,776,2713,3951,2553,9993
DEU,2021/2/18,787,2627,3532,2262,9208
DEU,2021/2/19,793,2504,3364,2053,8714
DEU,2021/2/20,785,2247,2915,1821,7768
DEU,2021/2/21,339,868,1061,754,3022
DEU,2021/2/22,386,1145,1700,1171,4402
DEU,2021/2/23,861,2765,4190,2347,10163
DEU,2021/2/24,1031,3219,4446,2609,11305
DEU,2021/2/25,1041,2826,3833,2194,9894
DEU,2021/2/26,1072,2737,3607,2052,9468
DEU,2021/2/27,916,2209,2926,1607,7658
DEU,2021/2/28,471,1033,1261,686,3451
DEU,2021/3/1,531,1315,1750,1091,4687
DEU,2021/3/2,1208,3053,4489,2216,10966
DEU,2021/3/3,1308,3300,4449,2255,11312
DEU,2021/3/4,1247,2955,3950,1983,10135
DEU,2021/3/5,1422,2755,3675,1800,9652
DEU,2021/3/6,1167,2471,3177,1481,8296
DEU,2021/3/7,546,927,1254,633,3360
DEU,2021/3/8,606,1366,1857,1020,4849
DEU,2021/3/9,1398,3248,4706,2163,11515
DEU,2021/3/10,1697,4170,5618,2516,14001
DEU,2021/3/11,1805,3853,5138,2364,13160
DEU,2021/3/12,1729,3799,4847,2180,12555
DEU,2021/3/13,1529,3133,3983,1821,10466
DEU,2021/3/14,815,1454,1781,784,4834
DEU,2021/3/15,917,2012,2625,1295,6849
DEU,2021/3/16,2005,4539,6437,2802,15783
DEU,2021/3/17,2535,5477,7225,3115,18352
DEU,2021/3/18,2329,4987,6544,2863,16723
DEU,2021/3/19,2342,4658,5897,2797,15694
DEU,2021/3/20,1986,3946,4937,2345,13214
DEU,2021/3/21,902,1727,2232,1092,5953
DEU,2021/3/22,1416,2553,3378,1550,8897
DEU,2021/3/23,2673,5453,7892,3426,19444
DEU,2021/3/24,3280,6663,8985,3703,22631
DEU,2021/3/25,3281,6551,8405,3653,21890
DEU,2021/3/26,3112,5960,7666,3294,20032
DEU,2021/3/27,2575,4557,5984,2659,15775
DEU,2021/3/28,1146,2280,2858,1293,7577
DEU,2021/3/29,1529,3191,4298,1985,11003
DEU,2021/3/30,2459,5992,8354,3578,20383
DEU,2021/3/31,3052,7130,9657,4137,23976
ITA,2020/4/24,135,809,1812,3389,6140
ITA,2020/4/25,168,1393,2686,5172,9443
ITA,2020/4/26,96,437,740,1581,2849
ITA,2020/4/27,65,234,438,827,1321
ITA,2020/4/28,75,311,663,1333,2603
ITA,2020/4/29,44,226,436,894,1596
ITA,2020/4/30,91,407,635,1338,2453
ITA,2020/5/1,46,197,296,495,1097
ITA,2020/5/2,59,295,626,807,1785
ITA,2020/5/3,70,299,562,848,1773
ITA,2020/5/4,49,186,344,550,1129
ITA,2020/5/5,66,304,612,998,1966
ITA,2020/5/6,63,180,387,670,1317
ITA,2020/5/7,73,268,424,813,1573
ITA,2020/5/8,68,287,467,740,1568
ITA,2020/5/9,69,263,449,594,1419
ITA,2020/5/10,73,227,361,471,1128
ITA,2020/5/11,43,161,262,363,825
ITA,2020/5/12,26,110,135,165,358
ITA,2020/5/13,41,234,522,904,1765
ITA,2020/5/14,51,168,301,419,1137
ITA,2020/5/15,49,184,391,384,1162
ITA,2020/5/16,39,163,246,365,813
ITA,2020/5/17,45,188,285,385,904
ITA,2020/5/18,28,167,261,284,740
ITA,2020/5/19,26,112,184,224,546
ITA,2020/5/20,52,217,371,470,1110
ITA,2020/5/21,24,77,95,215,411
ITA,2020/5/22,24,173,286,320,803
ITA,2020/5/23,38,133,206,313,690
ITA,2020/5/24,44,159,249,302,753
ITA,2020/5/25,40,116,206,189,552
ITA,2020/5/26,30,82,142,146,400
ITA,2020/5/27,7,45,81,87,220
ITA,2020/5/28,32,137,227,308,704
ITA,2020/5/29,23,100,183,230,536
ITA,2020/5/30,34,121,196,214,565
ITA,2020/5/31,32,79,125,164,400
ITA,2020/6/1,26,89,133,127,375
ITA,2020/6/2,13,39,50,80,182
ITA,2020/6/3,28,60,110,133,331
ITA,2020/6/4,12,55,114,119,300
ITA,2020/6/5,12,45,49,72,178
ITA,2020/6/6,39,123,167,206,535
ITA,2020/6/7,18,53,64,73,208
ITA,2020/6/8,24,48,74,94,240
ITA,2020/6/9,15,60,86,87,248
ITA,2020/6/10,12,59,94,85,250
ITA,2020/6/11,15,60,67,86,228
ITA,2020/6/12,29,74,107,134,344
ITA,2020/6/13,14,39,53,66,167
ITA,2020/6/14,40,134,158,232,569
ITA,2020/6/15,24,68,103,116,311
ITA,2020/6/16,33,73,143,142,391
ITA,2020/6/17,6,41,47,92,186
ITA,2020/6/18,30,69,113,121,333
ITA,2020/6/19,26,63,89,122,300
ITA,2020/6/20,20,63,92,94,269
ITA,2020/6/21,23,66,67,76,232
ITA,2020/6/22,31,64,67,67,221
ITA,2020/6/23,23,29,9,21,94
ITA,2020/6/24,14,36,30,27,118
ITA,2020/6/25,0,0,0,0,0
ITA,2020/6/26,17,81,103,108,309
ITA,2020/6/27,23,70,92,78,258
ITA,2020/6/28,7,31,42,16,101
ITA,2020/6/29,22,63,66,77,228
ITA,2020/6/30,24,51,52,61,188
ITA,2020/7/1,6,43,45,28,122
ITA,2020/7/2,14,55,53,37,159
ITA,2020/7/3,29,62,55,70,216
ITA,2020/7/4,26,62,64,66,218
ITA,2020/7/5,26,65,67,52,210
ITA,2020/7/6,19,40,42,59,160
ITA,2020/7/7,33,93,99,61,286
ITA,2020/7/8,19,54,30,42,145
ITA,2020/7/9,25,61,56,50,192
ITA,2020/7/10,35,62,73,66,236
ITA,2020/7/11,28,102,100,93,323
ITA,2020/7/12,8,28,25,18,79
ITA,2020/7/13,41,72,90,68,271
ITA,2020/7/14,58,100,52,51,261
ITA,2020/7/15,17,33,29,41,120
ITA,2020/7/16,25,44,65,59,193
ITA,2020/7/17,30,117,80,36,263
ITA,2020/7/18,22,74,66,53,215
ITA,2020/7/19,25,60,34,27,146
ITA,2020/7/20,37,93,79,47,256
ITA,2020/7/21,31,73,65,27,196
ITA,2020/7/22,16,45,51,33,145
ITA,2020/7/23,34,75,101,65,275
ITA,2020/7/24,36,87,77,78,278
ITA,2020/7/25,34,114,95,77,320
ITA,2020/7/26,46,85,57,54,242
ITA,2020/7/27,42,67,41,37,187
ITA,2020/7/28,33,106,87,51,277
ITA,2020/7/29,20,50,61,43,174
ITA,2020/7/30,35,62,58,31,186
ITA,2020/7/31,59,234,0,0,293
ITA,2020/8/1,52,117,134,97,400
ITA,2020/8/2,45,101,83,33,262
ITA,2020/8/3,25,49,35,29,138
ITA,2020/8/4,0,0,0,0,0
ITA,2020/8/5,93,213,347,3303,3956
ITA,2020/8/6,72,139,92,72,375
ITA,2020/8/7,66,199,99,47,411
ITA,2020/8/8,91,159,109,84,443
ITA,2020/8/9,100,102,67,25,294
ITA,2020/8/10,79,117,69,36,301
ITA,2020/8/11,124,141,123,89,477
ITA,2020/8/12,105,140,100,59,404
ITA,2020/8/13,130,162,98,47,437
ITA,2020/8/14,140,249,141,93,623
ITA,2020/8/15,124,201,134,83,542
ITA,2020/8/16,65,123,74,33,295
ITA,2020/8/17,80,138,66,60,344
ITA,2020/8/18,124,279,150,111,664
ITA,2020/8/19,124,222,124,65,535
ITA,2020/8/20,156,296,166,98,716
ITA,2020/8/21,159,377,181,85,802
ITA,2020/8/22,124,359,150,66,699
ITA,2020/8/23,129,419,188,64,800
ITA,2020/8/24,132,442,226,108,908
ITA,2020/8/25,204,887,303,171,1565
ITA,2020/8/26,145,474,175,84,878
ITA,2020/8/27,229,676,357,191,1453
ITA,2020/8/28,222,593,280,150,1245
ITA,2020/8/29,237,646,307,186,1376
ITA,2020/8/30,138,394,276,143,951
ITA,2020/8/31,171,481,272,147,1071
ITA,2020/9/1,246,840,428,246,1760
ITA,2020/9/2,152,346,231,126,855
ITA,2020/9/3,138,508,325,168,1139
ITA,2020/9/4,229,656,556,237,1678
ITA,2020/9/5,206,698,538,270,1712
ITA,2020/9/6,219,473,395,189,1276
ITA,2020/9/7,157,345,278,164,944
ITA,2020/9/8,267,652,645,382,1946
ITA,2020/9/9,179,446,445,208,1278
ITA,2020/9/10,162,402,340,233,1137
ITA,2020/9/11,207,620,518,262,1607
ITA,2020/9/12,315,739,686,413,2153
ITA,2020/9/13,135,306,283,184,908
ITA,2020/9/14,139,285,262,161,847
ITA,2020/9/15,337,709,684,471,2201
ITA,2020/9/16,140,334,314,172,960
ITA,2020/9/17,243,498,488,328,1557
ITA,2020/9/18,344,847,857,522,2570
ITA,2020/9/19,99,149,187,81,516
ITA,2020/9/20,144,356,334,208,1042
ITA,2020/9/21,227,358,322,264,1171
ITA,2020/9/22,364,767,817,517,2465
ITA,2020/9/23,190,407,473,289,1359
ITA,2020/9/24,231,429,523,317,1500
ITA,2020/9/25,276,558,600,357,1791
ITA,2020/9/26,312,608,568,371,1859
ITA,2020/9/27,194,315,378,239,1126
ITA,2020/9/28,225,464,482,353,1524
ITA,2020/9/29,448,748,757,558,2511
ITA,2020/9/30,162,278,310,265,1015
ITA,2020/10/1,416,744,766,460,2386
ITA,2020/10/2,363,706,723,500,2292
ITA,2020/10/3,274,535,526,363,1698
ITA,2020/10/4,457,709,744,484,2394
ITA,2020/10/5,455,611,662,485,2213
ITA,2020/10/6,795,1356,1452,1101,4704
ITA,2020/10/7,430,699,731,548,2408
ITA,2020/10/8,664,1117,1210,867,3858
ITA,2020/10/9,511,685,831,524,2551
ITA,2020/10/10,995,1807,1837,1180,5819
ITA,2020/10/11,549,827,893,612,2881
ITA,2020/10/12,1202,1848,1925,1374,6349
ITA,2020/10/13,1419,2054,2300,1483,7256
ITA,2020/10/14,928,1436,1567,1070,5001
ITA,2020/10/15,1748,2913,3387,2174,10222
ITA,2020/10/16,1357,1867,2097,1463,6784
ITA,2020/10/17,1228,1675,1857,1226,5986
ITA,2020/10/18,1555,2353,2725,1710,8343
ITA,2020/10/19,2130,3726,3815,2343,12014
ITA,2020/10/20,2268,3489,4113,3040,12910
ITA,2020/10/21,1825,2656,3090,2218,9789
ITA,2020/10/22,2089,3461,4139,2720,12409
ITA,2020/10/23,2183,3331,3804,2461,11779
ITA,2020/10/24,3598,6773,7521,4905,22797
ITA,2020/10/25,1858,2984,3751,2790,11378
ITA,2020/10/26,4410,7800,8836,5454,26500
ITA,2020/10/27,3896,6486,7827,5624,23833
ITA,2020/10/28,1558,2427,3140,2083,9208
ITA,2020/10/29,3122,5238,6207,3991,18558
ITA,2020/10/30,4384,7568,9885,6544,28381
ITA,2020/10/31,5422,9945,12440,8121,35928
ITA,2020/11/1,243,428,600,417,1688
ITA,2020/11/2,6032,11546,14170,9220,40968
ITA,2020/11/3,7603,12466,16804,11501,48373
ITA,2020/11/4,2946,5476,7028,4734,20184
ITA,2020/11/5,4790,8459,11576,8274,33099
ITA,2020/11/6,4304,9123,12088,8335,33850
ITA,2020/11/7,5038,9380,12949,8644,36011
ITA,2020/11/8,3062,6663,9060,6280,25065
ITA,2020/11/9,2664,5584,7898,5771,21917
ITA,2020/11/10,6650,13094,18230,13463,51437
ITA,2020/11/11,4578,9416,13333,9640,36967
ITA,2020/11/12,2501,5265,7568,5810,21144
ITA,2020/11/13,4748,9426,14211,10135,38520
ITA,2020/11/14,3661,8132,10972,8116,30881
ITA,2020/11/15,4725,10373,14880,11762,41740
ITA,2020/11/16,3991,8424,12569,10076,35060
ITA,2020/11/17,4486,9200,13149,9795,36630
ITA,2020/11/18,5735,11301,16881,13495,47412
ITA,2020/11/19,2866,6311,9077,7522,25776
ITA,2020/11/20,2809,6024,9189,7104,25126
ITA,2020/11/21,4117,10223,15620,12991,42951
ITA,2020/11/22,3447,7267,10159,8056,28929
ITA,2020/11/23,2624,5789,8654,7183,24250
ITA,2020/11/24,4181,8595,11915,10107,34798
ITA,2020/11/25,4887,9741,14424,12285,41338
ITA,2020/11/26,2058,4418,6792,5812,19080
ITA,2020/11/27,3654,7112,9932,8260,28958
ITA,2020/11/28,2116,4570,7017,6397,20100
ITA,2020/11/29,2821,5695,7958,6726,23200
ITA,2020/11/30,1801,3444,5256,4641,15142
ITA,2020/12/1,4408,7851,11804,9955,34018
ITA,2020/12/2,3727,6563,9880,9062,29232
ITA,2020/12/3,1244,2303,3241,2992,9780
ITA,2020/12/4,2099,4041,6054,5464,17658
ITA,2020/12/5,3251,6032,8487,7331,25101
ITA,2020/12/6,1853,3538,5252,5182,15825
ITA,2020/12/7,2698,4749,6557,5486,19490
ITA,2020/12/8,3268,5870,8630,7360,25133
ITA,2020/12/9,2116,3865,5841,5642,17464
ITA,2020/12/10,1270,2055,3064,2708,9097
ITA,2020/12/11,2483,4411,6582,6398,19874
ITA,2020/12/12,1000,2086,3186,2714,8986
ITA,2020/12/13,2046,3910,5594,5094,16644
ITA,2020/12/14,2266,3916,5606,4787,16575
ITA,2020/12/15,1282,2586,3746,3618,11232
ITA,2020/12/16,3783,6893,10008,8837,29521
ITA,2020/12/17,1263,2079,3294,3036,9672
ITA,2020/12/18,2256,4372,6042,5178,17848
ITA,2020/12/19,2096,4082,5734,5124,17036
ITA,2020/12/20,1590,3009,4096,3690,12385
ITA,2020/12/21,3516,6787,9527,8891,28721
ITA,2020/12/22,1809,2922,3780,2209,10720
ITA,2020/12/23,1888,3365,4784,3995,14032
ITA,2020/12/24,1009,2487,3587,4048,11131
ITA,2020/12/25,1300,2445,3394,2932,10071
ITA,2020/12/26,1774,3426,4824,4142,14166
ITA,2020/12/27,988,1715,2315,2222,7240
ITA,2020/12/28,1780,3143,4413,3956,13292
ITA,2020/12/29,2049,3955,5858,5118,16980
ITA,2020/12/30,1124,2258,2994,2841,9217
ITA,2020/12/31,1787,3604,4741,4091,14223
ITA,2021/1/1,2236,5049,6531,5635,19451
ITA,2021/1/2,1506,2829,3640,3239,11214
ITA,2021/1/3,2138,3920,5207,4581,15846
ITA,2021/1/4,2342,4561,6324,5460,18687
ITA,2021/1/5,2809,5214,7151,6018,21192
ITA,2021/1/6,1605,3614,5136,4806,15161
ITA,2021/1/7,2566,5210,6664,5899,20339
ITA,2021/1/8,1908,3812,4773,4206,14699
ITA,2021/1/9,2240,4015,5323,4572,16150
ITA,2021/1/10,1701,3074,3669,3131,11575
ITA,2021/1/11,2756,4873,6267,5603,19499
ITA,2021/1/12,2457,4294,5740,4917,17408
ITA,2021/1/13,2773,5523,7108,6446,21850
ITA,2021/1/14,1344,2613,3301,3041,10299
ITA,2021/1/15,1623,2610,3612,3021,10866
ITA,2021/1/16,2343,3812,5173,4777,16105
ITA,2021/1/17,1437,2258,2965,2688,9348
ITA,2021/1/18,0,0,0,0,0
ITA,2021/1/19,5646,9476,13022,12138,40282
ITA,2021/1/20,0,0,0,0,0
ITA,2021/1/21,3751,5962,8111,7041,24865
ITA,2021/1/22,1849,2782,3882,3249,11762
ITA,2021/1/23,1581,2377,3373,3142,10473
ITA,2021/1/24,2675,3972,5529,4823,16999
ITA,2021/1/25,1955,2908,3991,3407,12261
ITA,2021/1/26,1069,1522,2264,2110,6965
ITA,2021/1/27,3425,4491,6665,5790,20371
ITA,2021/1/28,1375,1775,2553,2020,7723
ITA,2021/1/29,2069,2826,4105,3413,12413
ITA,2021/1/30,2780,3844,5380,4509,16513
ITA,2021/1/31,1409,1882,2512,2031,7834
ITA,2021/2/1,2485,3307,4609,3849,14250
ITA,2021/2/2,1364,1805,2428,2003,7600
ITA,2021/2/3,2924,3500,5115,4246,15785
ITA,2021/2/4,1890,2519,3408,2799,10616
ITA,2021/2/5,1534,2060,2960,2312,8866
ITA,2021/2/6,1670,2125,3014,2320,9129
ITA,2021/2/7,2728,3360,4576,3598,14262
ITA,2021/2/8,2501,2845,3968,3324,12638
ITA,2021/2/9,2214,2882,4000,3085,12181
ITA,2021/2/10,2960,3547,5337,4081,15925
ITA,2021/2/11,2117,2645,3777,2695,11234
ITA,2021/2/12,2330,2983,4349,3343,13005
ITA,2021/2/13,2566,3045,4264,3127,13002
ITA,2021/2/14,2030,2534,3519,2631,10714
ITA,2021/2/15,2354,2847,3827,2832,11860
ITA,2021/2/16,2420,2923,4081,3113,12537
ITA,2021/2/17,2129,2638,3598,2766,11131
ITA,2021/2/18,2781,3813,5052,3451,15097
ITA,2021/2/19,2439,3068,4079,2833,12419
ITA,2021/2/20,1949,2362,3203,2126,9640
ITA,2021/2/21,2686,3274,4227,3202,13389
ITA,2021/2/22,2830,3536,4812,3706,14884
ITA,2021/2/23,3009,4086,5683,4367,17145
ITA,2021/2/24,2111,2690,3562,2485,10848
ITA,2021/2/25,2963,3904,5310,3613,15790
ITA,2021/2/26,3367,4493,6070,4287,18217
ITA,2021/2/27,2789,4058,5434,3834,16115
ITA,2021/2/28,2661,3559,4459,3120,13799
ITA,2021/3/1,4014,5119,6830,4950,20913
ITA,2021/3/2,3816,4849,6575,4616,19856
ITA,2021/3/3,3331,4473,6132,4833,18769
ITA,2021/3/4,2930,4079,5479,3669,16157
ITA,2021/3/5,4563,6235,8460,6020,25278
ITA,2021/3/6,4765,6712,9082,6282,26841
ITA,2021/3/7,2535,3434,4491,3394,13854
ITA,2021/3/8,3645,4313,6120,3991,18069
ITA,2021/3/9,2781,3979,5547,3997,16304
ITA,2021/3/10,4914,6817,9299,6887,27917
ITA,2021/3/11,1288,1682,2391,1538,6899
ITA,2021/3/12,6012,8624,11515,8138,34289
ITA,2021/3/13,4216,6251,8794,6491,25752
ITA,2021/3/14,3403,4608,6504,4604,19119
ITA,2021/3/15,5449,6974,9656,6926,29005
ITA,2021/3/16,2680,3778,5504,3801,15763
ITA,2021/3/17,4380,6184,8849,6565,25978
ITA,2021/3/18,3337,4844,6503,4747,19431
ITA,2021/3/19,1741,2265,3144,2094,9244
ITA,2021/3/20,5115,7878,11480,8589,33062
ITA,2021/3/21,3405,4807,6716,4892,19820
ITA,2021/3/22,2717,3594,4834,3511,14656
ITA,2021/3/23,4564,6382,8975,6472,26393
ITA,2021/3/24,4010,6076,8586,6662,25334
ITA,2021/3/25,2510,3682,5182,3666,15040
ITA,2021/3/26,3127,4646,6340,4616,18729
ITA,2021/3/27,2830,4270,6177,4484,17761
ITA,2021/3/28,2832,4372,6481,5196,18881
ITA,2021/3/29,3743,5174,6605,4965,20487
ITA,2021/3/30,2771,4318,6262,4877,18228
ITA,2021/3/31,5526,8140,11536,8597,33799
NLD,2020/2/1,0,0,1,2,3
NLD,2020/2/2,0,0,0,0,0
NLD,2020/2/3,0,0,1,1,2
NLD,2020/2/4,0,0,0,0,0
NLD,2020/2/5,0,0,0,0,0
NLD,2020/2/6,0,1,0,1,2
NLD,2020/2/7,0,0,0,2,2
NLD,2020/2/8,0,0,0,0,0
NLD,2020/2/9,0,0,0,0,0
NLD,2020/2/10,0,0,1,4,5
NLD,2020/2/11,0,0,0,1,1
NLD,2020/2/12,0,0,2,0,2
NLD,2020/2/13,0,0,0,1,1
NLD,2020/2/14,0,0,3,1,4
NLD,2020/2/15,0,0,0,2,2
NLD,2020/2/16,0,0,2,1,3
NLD,2020/2/17,0,0,0,3,3
NLD,2020/2/18,0,0,0,1,1
NLD,2020/2/19,0,1,0,4,5
NLD,2020/2/20,0,0,4,5,9
NLD,2020/2/21,0,1,6,2,9
NLD,2020/2/22,1,2,1,1,5
NLD,2020/2/23,0,1,2,7,10
NLD,2020/2/24,1,4,9,8,22
NLD,2020/2/25,2,2,9,11,24
NLD,2020/2/26,0,6,14,14,34
NLD,2020/2/27,3,15,24,23,65
NLD,2020/2/28,4,9,33,24,70
NLD,2020/2/29,4,13,29,19,65
NLD,2020/3/1,9,14,63,48,134
NLD,2020/3/2,6,17,58,63,144
NLD,2020/3/3,4,27,51,46,128
NLD,2020/3/4,8,23,43,66,140
NLD,2020/3/5,4,14,70,78,166
NLD,2020/3/6,4,22,79,97,202
NLD,2020/3/7,3,39,81,115,238
NLD,2020/3/8,1,51,83,104,239
NLD,2020/3/9,7,82,137,223,449
NLD,2020/3/10,4,67,133,215,419
NLD,2020/3/11,4,86,150,286,526
NLD,2020/3/12,4,99,173,301,577
NLD,2020/3/13,3,115,206,354,678
NLD,2020/3/14,8,111,213,362,694
NLD,2020/3/15,7,122,220,409,758
NLD,2020/3/16,6,153,296,601,1056
NLD,2020/3/17,3,116,234,471,824
NLD,2020/3/18,5,101,274,485,865
NLD,2020/3/19,7,109,235,471,822
NLD,2020/3/20,6,146,285,561,998
NLD,2020/3/21,7,121,244,501,873
NLD,2020/3/22,3,98,234,413,748
NLD,2020/3/23,7,151,337,703,1198
NLD,2020/3/24,11,133,259,564,967
NLD,2020/3/25,12,153,274,591,1030
NLD,2020/3/26,6,146,227,571,950
NLD,2020/3/27,12,178,304,579,1073
NLD,2020/3/28,18,153,260,433,864
NLD,2020/3/29,5,143,231,420,799
NLD,2020/3/30,20,185,341,572,1118
NLD,2020/3/31,14,137,279,424,854
NLD,2020/4/1,17,215,337,550,1119
NLD,2020/4/2,7,182,344,491,1024
NLD,2020/4/3,13,209,330,499,1051
NLD,2020/4/4,18,193,321,464,996
NLD,2020/4/5,16,157,241,374,788
NLD,2020/4/6,15,228,365,543,1151
NLD,2020/4/7,9,209,293,484,995
NLD,2020/4/8,12,205,303,514,1034
NLD,2020/4/9,11,175,268,431,885
NLD,2020/4/10,18,194,310,490,1012
NLD,2020/4/11,11,199,280,343,833
NLD,2020/4/12,14,140,219,360,733
NLD,2020/4/13,12,206,245,315,778
NLD,2020/4/14,14,138,210,391,753
NLD,2020/4/15,13,155,223,353,744
NLD,2020/4/16,9,131,208,362,710
NLD,2020/4/17,19,144,220,316,699
NLD,2020/4/18,12,134,194,264,604
NLD,2020/4/19,16,98,128,221,463
NLD,2020/4/20,9,130,196,316,651
NLD,2020/4/21,7,105,126,236,474
NLD,2020/4/22,9,83,118,242,452
NLD,2020/4/23,7,83,118,202,410
NLD,2020/4/24,11,88,111,195,405
NLD,2020/4/25,7,81,98,185,371
NLD,2020/4/26,6,71,94,128,299
NLD,2020/4/27,4,75,104,146,329
NLD,2020/4/28,13,72,91,158,334
NLD,2020/4/29,7,49,87,172,315
NLD,2020/4/30,8,47,83,140,278
NLD,2020/5/1,2,82,100,151,335
NLD,2020/5/2,6,54,61,118,239
NLD,2020/5/3,4,48,63,94,209
NLD,2020/5/4,10,53,80,124,267
NLD,2020/5/5,9,34,69,93,205
NLD,2020/5/6,6,49,53,108,216
NLD,2020/5/7,4,48,54,105,211
NLD,2020/5/8,8,46,47,100,201
